Job #,Borough,House #,Street Name,Block,Lot,Bin #,Job Type,Community - Board,Curb Cut,Fully Permitted,Initial Cost,Proposed Zoning Sqft,Horizontal Enlrgmt,Vertical Enlrgmt,Enlargement SQ Footage,Zoning Dist1,Job Description
140932999,Manhattan,501,EAST 79 STREET,1576,1,1050764,A2,108,,2020-08-17,65000.0,0,,,0,R10A,"INTERIOR RENOVATION OF EXISTING KITCHEN, MAIN BATHROOM AND LAUNDRY ROOM AS WELL AS REPLACEMENT OF EXISTING WOOD FLOORING THROUGHOUT APARTMENT."
302072423,Brooklyn,60,PLAZA STREET,1171,19,3029333,A2,308,,2006-03-10,70000.0,0,,,0,R8X,"Gut rehabilitiation of entire cellar apartment, partition removal, replacement of flooring and fixtrues. All plumbing work to conform to plans filed herewith.  Nocchange to use egress or occupancy."
121910968,Manhattan,5,HARRISON STREET,180,7510,1085818,A2,101,,2014-07-02,85000.0,0,,,0,C6-2A,"INSTALL DIRECT VENT, GAS BOILER IN APARTMENT 3D. REPLACE ROOF A/C UNIT AND RELATED PIPING AND DUCTWORK.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.  GAS FOR BOILER FILED UNDER APPLICATION 121842435"
321980567,Brooklyn,166,COURT STREET,297,26,3003170,A2,306,,2021-04-15,52000.0,0,,,0,R6,"GENERAL CONSTRUCTION &amp; PLUMBING WORK FOR RENOVATION OF APARTMENT @ 3RD FL.  NO CHANGE TO EGRESS, USE OR OCCUPANCY,"
302271912,Brooklyn,247,VAN BRUNT STREET,522,3,3008332,A1,306,,2008-04-22,50000.0,0,Y,Y,2250,M1-1,Construct second floor community facility and caretaker's apartment as shown on plans filed herewith.
302272831,Brooklyn,164,COLUMBIA HEIGHTS,208,338,3001512,A2,302,,2007-10-18,52000.0,0,,,0,R6,"Interior renovation work in existing 4th floor apartment # 5 including demolition, plumbing, new partitions, relocate existing skylight and installation of a new split system HVAC unit on roof and related ductwork.  All work as shown on plans submitted.  No change in use, occupancy or egress under this application."
104714560,Manhattan,44,EAST   67 STREET,1381,7503,1076286,A2,108,,2007-06-12,67000.0,0,,,0,R8B,"Interior renovation of existing class 'A' apartment.  No change of use, egress or occupancy under this application."
302279665,Brooklyn,3096,BRIGHTON    6 STREET,8689,45,3245100,A1,313,,2007-03-14,40000.0,0,,,0,R7-1,"Change use of one apartment in the first floor into day care/nursing center with partitions, plumbing and mechanical."
123722383,Manhattan,67,MORTON STREET,584,7501,1077817,A2,102,,2019-09-06,56000.0,0,,,0,C1-6,"RENOVATION APARTMENT 4B ON 4TH FLOOR AS PER PLANS. NO CHANGE IN USE, EGRESS, AND OCCUPANCY."
123922853,Manhattan,33,RIVERSIDE DRIVE,1185,1,1031018,A2,107,,2020-06-18,50000.0,0,,,0,R10A,FILING FOR THE INTERIOR RENOVATION OF EXISTING APARTMENT 6B LOCATED ON THE 6TH FLOOR. PLUMBING TO BE FILED SEPARATELY ON DOB NOW JOB# M00334785-I1. NO CHANGE TO USE OCCUPANCY OR EGRESS.
302282278,Brooklyn,1609,MERMAID AVENUE,7021,46,3189069,A1,313,,2007-07-02,60000.0,4159,Y,Y,440,R6,"TO CONVERT EXISTING APARTMENT @ REAR 1ST FLOOR TO EATING &amp; DRINKING ESTABLISH MENT W/ EXISTING STORE, INSTALL COOKING EQUIPMENT, PLUMBING FIXTURES, EXHAUST SYSTEM AND HVAC. TO CREATE A VERTICAL AND HORIZONTAL EXTENTION AT THE REAR AND FRONT OF THE PROPERTY.  TO  CONVERT EXISTING 3 FAMILIES TO 4 FAMILIES.  ALL WORK AS PER PLANS."
302286309,Brooklyn,584,LAFAYETTE AVENUE,1788,55,3049896,A2,303,,2008-01-24,85000.0,0,,,0,R6,"Interior renovation of apartments on 2nd, 3nd and 4th floor. New partitions bathroom, kitchen. Installation of new hot water heaters and boilers, replacement of roof rafters, new stuccoed exterior walls, replacement of existing stairs from cellar to 4th floor as per plan. No change in egress, use and occupancy."
302286693,Brooklyn,142,CENTRAL AVENUE,3184,39,3072485,A2,304,,2007-05-08,72000.0,0,,,0,R6,"Renovation of apartment building.  Partition, plumbing and mechanical ventilation work.  No change in egress, use, or occupancy."
302290367,Brooklyn,41,JEWELL STREET,2652,20,3066322,A2,301,,2007-03-05,50000.0,0,,,0,,"RENOVATE APARTMENTS 1L, 2L. CELLAR,PARTIAL HALLWAY, WHICH WILL INCLUDE PLUMBING WORK AND MINOR SHEETROCK WORK. NO CHANGE IN EGRESS, USE OR OCCUPANCY."
302290688,Brooklyn,67,DIAMOND STREET,2684,7,3066926,A2,301,,2007-04-13,50000.0,0,,,0,,"RENOVATING APARTMENTS 1L, 1R CELLARAND HALLWAY, WHICH WILL INCLUDE PLUMBING AND MINOR SHEET ROCK WORK WITHPARTITIONS.  NO CHANGE IN EGRESS, USE OR OCCUPANCY."
302291570,Brooklyn,45,ARGYLE ROAD,5074,45,3116432,A2,314,,2007-07-17,65000.0,0,,,0,R6,"Interior Renovation the Apartments as per per plan, NO Change in use, occupancy or egress."
302291883,Brooklyn,94,PARK PLACE,942,13,3019085,A2,306,,2007-06-13,40000.0,0,,,0,R6B,COMBINATION AND RENOVATION OF TWO EXISTING APARTMENTS.ARCHITECTURAL AND STRUCTURAL WORK.NO CHANGE IN USE OR OCCUPANCY.CHANGE IN EGRESS.
302296548,Brooklyn,3311,SHORE PARKWAY,8768,1,3246959,A2,315,,2007-05-24,60000.0,0,,,0,C1-2,"Apt. mm and nn; remove and erect minor interior partitions, remove and replace plumbing fixtures w/ new. New finishes thru-out. Combine apartments as per PPN 3/97 . No change in egress occupancy or use under this application."
302297869,Brooklyn,354,FIRST STREET,970,31,3020816,A2,306,,2007-04-24,40000.0,0,,,0,R6B,"RENOVATE EXISTING APARTMENT AT FIRST &amp; SECOND FLOORS WITH NEW PLUMBING, MINOR PARTITION CHANGES, FLOORING,  AND CEILING AS PER PLANS FILED. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
421720640,Queens,Jan-75,BEACH 115  STREET,16188,19,4303936,A1,414,,2021-08-02,58000.0,4000,,,0,R7A,"CONVERSION FROM 20 APARTMENTS CLASS B  AND 2 APARTMENTS CLASS A TO 5 APARTMENTS CLASS A, NEW CERTIFICATE OF OCCUPANCY. MINOR INTERIOR RENOVATIONS"
302306449,Brooklyn,899,FRANKLIN AVENUE,1287,13,3033772,A1,309,,2008-03-06,55000.0,0,,,0,R6A,"DRAWINGS SUBMITT. IN ORDER TO CONVERT ANEXISTING RESTAURANT/BAR INTO A NEW DAYCARE (FIRST FLOOR) AND TO CONVERTAND EXISTING PROFESSIONAL OFFICE ON THE SECOND FLOOR INTO AN APARTMENT (FOURFAMILY CLASS 'A' MULTIPLE DWELLING AND DAYCARE).  MINOR PARTITION WORK, PLUMBINAND MECH. WORK TO BE PART OF THIS APPL."
301745921,Brooklyn,81,MAUJER STREET,2786,40,3069548,A1,301,,2005-02-07,60000.0,0,,,0,C4-3,"Convert existing six (6) family building to a five (5) family building, renovate apartment # 2R due to fire damage, perform minor renovation work throughout entire building as required and obtain a new final Certificate of Occupancy."
123065208,Manhattan,300,EAST 62ND ST,1436,7501,1044249,A2,108,,2017-12-21,80000.0,0,,,0,C2-8,"COMBINE TWO APARTMENTS IN ONE AS PER TPPN 3/97 MINOR PARTITION WORK IN APT'S, REPLACE AND RELOCATE PLUMBING FIXTURES.NO CHANGE TO USE,OCCUPANCY OR EGRESS."
302315821,Brooklyn,254,HIMROD STREET,3279,13,3074805,A2,304,,2007-07-24,80000.0,0,,,0,R6,"Interior renovation of apartments, plumbing and partitions as per plan. No change in use, occupancy, room count or egress"
104632505,Manhattan,417,PARK AVENUE,1309,69,1036494,A2,105,,2006-12-18,50000.0,0,,,0,C5-3,"Interior demolition only of existing apartment #11W on the 11th floor.  No change of use, occupancy or egress."
104658586,Manhattan,417,PARK AVENUE,1309,69,1036494,A2,105,,2007-02-28,75000.0,0,,,0,C5-3,Renovation of existing apartment #11W on the 11th floor. Architectural work. Change in egress. No change in use or occupancy. Interior demolition filed under application #104632505.
302317605,Brooklyn,36,CELESTE COURT,8932,632,3249979,A1,315,,2007-07-27,55000.0,0,Y,Y,1625,R4,"APPLICATION FILED FOR ENLARGMENT OF THE SECOND FLOOR AND NEW APARTMENT; CHANGE OF EGRESS, USE AND OCCUPANCY."
302318230,Brooklyn,135,EASTERN PARKWAY,1179,47,3029628,A2,308,,2007-03-22,45000.0,0,,,0,R7A,"Renovation of existing apartment #7F on the 7th floor. Architectural, mechanical and plumbing work. No change in use, occupancy or egress."
302322038,Brooklyn,187,STERLING PLACE,1164,85,3029073,A2,308,,2007-04-24,75000.0,0,,,0,R5B,Combination of apartments as per plans submitted herewith.
123306261,Manhattan,330,WEST 45 STREET,1035,47,1024995,A2,104,,2017-08-21,60000.0,0,,,0,C6-2,"INTERIOR RENOVATION OF APARTMENT 3B. NO CHANGE IN EGRESS, USE OR OCCUPANCY INVOLVED UNDER THIS APPLICATION"
302333428,Brooklyn,512,8 STREET,1091,15,3025933,A1,306,,2008-01-17,70000.0,0,,,0,R6B,REDUCE OCCUPANCY FROM 5 FAMILIES TO 3FAMILY RESEDENCE.  COMBINE APARTMENTS ON SECOND FLOOR AND THIRDFLOOR.
302333446,Brooklyn,328,UNION STREET,435,27,3007240,A2,306,,2015-05-08,70000.0,0,Y,,300,C2-3,"RENOVATE EXISTING APARTMENT AT BASEMENTFLOOR. ERECT ONE STORY EXTENSION  AT REAR. NO CHANGE OT EGRESS,USE OR OCCUPANCY."
302340483,Brooklyn,7204,13 AVENUE,6188,39,3158238,A2,310,,2007-06-15,50000.0,0,,,0,C1-2,"RENOVATION OF AN EXISTING APARTMENTS ON THE SECOND FLOOR AND THIRD FLOOR. INSTALL ONE ADDITIONAL FULL BATHROOM, SLOP SINK, GAS DRYER  AND WASHING MACHINE IN EACH APARTMENT.  THERE IS NO CHANGE IN USE, EGRESS OR OCCUPANCY DONE UNDER THIS APPLICATION."
302340731,Brooklyn,756,MARCY AVENUE,1803,45,3050620,A1,303,,2008-05-22,50000.0,4800,,,0,R6,CONVERT EXISTING MIXED-USE BUILDING INTO DAYCARE AND ACCESSORY CARETAKER'S APARTMENT.
302345610,Brooklyn,312,5 AVENUE,974,39,3020900,A2,306,,2008-05-19,54000.0,0,,,0,C1-4,"GUT RENOVATION OF 4TH FLOOR LEFT APARTMENT INCLUDING RELOCATING KITCHEN AND BATHROOM. NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
302346049,Brooklyn,270,THROOP AVENUE,1760,44,3048854,A1,303,,2007-07-18,70000.0,0,,,0,R6,INTERIOR WORK TO CHANGE USE FROM 'STORE AND 3 APARTMENTS'  TO  '3-FAMILY DWELLING'.
302347360,Brooklyn,8679,19 AVENUE,6372,17,3166739,A2,311,,2007-06-15,60000.0,0,,,0,R5,"RENOVATION OF AN EXISTING 6 APARTMENTS FIRST FLOOR THRU THIRD.  INSTALL FULL BATH, GAS DRYER, SLOP SINK AND WASHING MACHINE IN EACH APARTMENT.  ALSO, PROVIDE RECREATION AREA IN CELLAR TO BE USED IN CONJUNCTION WITH UPPER FLOOR. THERE IS NO CHANGE IN USE, EGRESS OR OCCUPANCY DONE UNDER THIS APPLICATION."
302347388,Brooklyn,9,PROSPECT PARK WEST,1068,37,3024821,A2,306,,2007-05-17,75000.0,0,,,0,R8,"Combine apartments 12A &amp; 12B into one apartment. Remove kitchen, plumbing work. Remove partitions and install new as indicated on plans.  No change to use, egress or occupancy."
302352380,Brooklyn,55,EASTERN PARKWAY,1179,92,3029635,A2,308,,2007-08-31,50000.0,0,,,0,R8X,"Combine apartments 4C and 4D. Partition changes, related plumbing and finish work. Filed under TPPN 3/97. No increase to room count. No change to use, occupancy or egress."
220404177,Bronx,2725,CRESTON  AVE,3318,158,2017565,A1,207,,2016-03-02,75000.0,22842,,,0,R8,JOB FIELD TO AMEND C OF O TO CHANGE 2 DOC OFFICES TO 2  APARTMENTS . ALSO INSTALLATION OF NEW PLUMBING FIXTURES FOR KITCHEN AND BATHROOM .
302356466,Brooklyn,654,ALABAMA AVENUE,4295,20,3096247,A1,305,,2007-09-17,80000.0,0,,,0,R6,CONVERT EXISTING 2-FAMILY DWELLING TO 4-FAMILY WITH CELLAR AS ACCESSORY USE TO 1ST FLOOR APARTMENTS
121917523,Manhattan,126,ELIZABETH STREET,470,42,1006942,A2,102,,2015-03-26,50000.0,0,,,0,C6-2G,"GENERAL CONSTRUCTION ASSOCIATED WITH APARTMENT RENOVATIONS. NO  CHANGE IN OCCUPANCY, USE OR EGRESS."
302363528,Brooklyn,102,THIRD PLACE,371,36,3255692,A1,306,,2007-10-25,60000.0,0,,,0,R6,"CONVERT EXISTING DOCTORS OFFICE (CELLAR AND FIRST FLOOR) TO CLASS 'A' APARTMENT. MINOR PARTITION ALTERATIONS, PLUMBING AND MECHANICAL WORK."
122973005,Manhattan,77,7TH AVE,790,1,1014515,A2,104,,2017-03-24,50000.0,0,,,0,C6-2A,"THE APARTMENT WILL UNDERGO MINOR RENOVATION WORK INCLUDING REPLACING FIXTURES, FINISHES, AND THE REMOVAL OF ONE NON-BEARING PARTITION WALL. THIS IS CURRENTLY A STUDIO APARTMENT, ONE BEDROOM WILL BE ADDED MAKING THIS A ONE BEDROOM APARTMENT.NO CHANGE IN BULK, USE, EGRESS, OR OCCUPANCY."
302370841,Brooklyn,1449,BUSHWICK AVENUE,3451,4,3080231,A2,304,,2007-09-07,84000.0,0,,,0,R6,"RENOVATE ALL 6 APARTMENTS IN EXISTING BUILDING, REPLACE DAMAGED BEAMS AT CELLAR, RELOCATE KITCHEN AS PER PLANS.  NO CHANGE IN OCCUPANCY, EGRESS, OR USE."
302372180,Brooklyn,251,UNION AVENUE,2439,11,3063391,A1,301,,2007-12-03,40000.0,0,,,0,R6,TO REDUCE THE NUMBER OF APARTMENTS FROM 4 AS PER C. OF O. #230099 TO 3 FAMILY. REMOVE KITCHEN MINOR INTERIOR PARTITIONS AND RELOCATE PLUMBING FIXTURES. ALL AS PER PLANS FILED HEREWITH.
302376596,Brooklyn,5118,14 AVENUE,5656,45,3138390,A1,312,X,2009-01-13,40000.0,0,,,0,R6,FILING ALT TYPE 1 TO CONVERT 2 APARTMENT INTO ONE AT THIRD FLOOR ADDING FIRE ESCAPE AND NEW CURB CUT FOR ACCESSORY AT SIDE OF BUILDING
302377327,Brooklyn,385,CLINTON STREET,339,6,3004352,A2,306,,2009-09-14,65000.0,0,,,0,R6,"RENOVATION OF AN EXISTING APARTMENT, NEWPARTITIONS, PLUMBING FIXTURES, HVAC UNITS. NO CHANGE IN USE, OCCUPANCYOR EGRESS"
302377416,Brooklyn,469,5 AVENUE,1017,5,3022592,A2,306,,2007-08-08,40000.0,0,,,0,R6,"Interior renovation only on 2nd floor existing apartment, new aluminum store front on 1st floor existing store. Partition and plumbing work as per plan. No change in use, occupancy, room count or egress."
122556144,Manhattan,45,5TH AVENUE,569,3,1009273,A2,102,,2016-02-17,64000.0,0,,,0,R10,"INTERIOR RENOVATION OF AN EXISTING APARTMENT, INCLUDING PARTITION CHANGES. MINOR PLUMBING WORK AS PER PLANS. NO CHANGE OF USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION."
121509448,Manhattan,140,WEST 74 STREET,1145,49,1030033,A2,107,,2013-03-08,61000.0,0,,,0,R8B,"APARTMENT RENOVATION ON 2ND AND 3RD FLOOR. REMOVE AND CONSTRUCT PARTITIONS. NEW WOOD STAIRS. RELOCATE AND REPLACE PLUMBING FIXTURES. ALL AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
302382632,Brooklyn,345,86 STREET,6034,60,3153133,A2,310,,2009-03-03,80000.0,0,,,0,R5B,"THIS ALTERATION IS BEING FILED TO REMOVE DOB VIOLATION # 1003VP (WORK WITHOUT PERMIT) AND TO  RENOVATE APARTMENTS 512, 514, 612 &amp; 614. TO REPLACE INTERIOR 5/8' GYP. BD., GENERAL PATCHING PLASTER AND PAINT WORK THROUGH-OUT. NEW PLUMBING FIXTURES TO EXISTING ROUGH-INGS . THERE IS NO CHANGE IN ROOM COUNTING OR FLOOR AREA ADDED."
302383873,Brooklyn,70,LAFAYETTE AVENUE,2116,16,3059300,A1,302,,2013-09-30,50000.0,0,,,0,R6,CONVERT EXISTING ONE FAMILY AND13 FURNISHED ROOMS TO TWO DUPLEX APARTMENTS.
302220512,Brooklyn,709,CARROLL STREET,960,7502,3020379,A2,306,,2008-04-09,42000.0,0,,,0,R6,"Renovate cellar and first floor apartment. Work to include general construction, plumbing and new convenience stair. No change to use, egress or occupancy."
301837083,Brooklyn,316,GRAND AVENUE,1965,40,3056216,A1,302,,2005-06-15,60000.0,0,,,0,R6,Interior renovations to existing apartments. Obtain new certificate of occupancy.
302392783,Brooklyn,365,HOYT STREET,457,7,3007720,A2,306,,2007-08-06,66000.0,0,,,0,R6,"Renovation of existing apartments as shown on plans including new kitchens and bathrooms.  Filed in conjunction with job #302216448 for interior demo.   No change in use, egress or occupancy."
302393755,Brooklyn,2011,OCEAN AVENUE,6767,80,3182104,A1,314,,2008-07-28,66000.0,55818,,,0,R4-1,"Convert portion of cellar from (3) three medical offices use group 4, to (3) class A apartments use group 2. See attached preconsideration for dwellings at cellar. Obtain amended certificate of occupancy."
122904679,Manhattan,336,WEST 95 STREET,1253,45,1034185,A2,107,,2017-02-10,65000.0,0,,,0,R8,"DRAWINGS ARE FILED TO COMBINE AND RENOVATE APARTMENTS D &amp; E ON THE FIRST FLOOR. MINOR PARTITION AND PLUMBING WORK SHALL BE PART OF THIS APPLICATION. NO CHANGE TO EGRESS, OCCUPANCY, OR USE GROUP."
310006917,Brooklyn,312,13 STREET,1035,30,3023455,A2,306,,2007-09-19,80000.0,0,,,0,R6B,"Renovation of existing first floor apartment. Architectural, plumbing and mechanical work. No change of use, occupancy or egress."
310007391,Brooklyn,262,DEAN STREET,197,13,3001426,A2,302,,2014-12-29,75000.0,0,,,0,R6,"Interior renovation of existing apartment at basment level. Work includes the removal of existing and installation of new partitions, plumbing fixtures and windows as per plans submitted. No change to use, egress or occupancy under this application."
140581573,Manhattan,225,WEST END AVE,1182,29,1030931,A2,107,,2017-01-10,72000.0,0,,,0,R8B,APARTMENT RENOVATION AT APT#6. DEMOLISH NON-LOAD BEARING PARTITION. MODIFY PLUMBING FIXTURES AND RELATED PIPING AS SHOWN IN PLANS. NO CHANGE IN EGRESS. NO CHANGE IN OCCUPANCY OR USE.
122997668,Manhattan,120,E 75TH STREET,1409,61,1043103,A2,108,,2018-09-11,63000.0,0,,,0,R8B,"FILING HEREWITH FOR THE INTERIOR RENOVATION OF APARTMENT 3A, MINOR PLUMBING WORK TO BE CONDUCTED. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
310011153,Brooklyn,284,PRESIDENT STREET,435,46,3007251,A2,306,,2007-11-16,80000.0,0,,,0,R6,"INTERIOR RENOVATION OF EXISTING APARTMENT INCLUDING MINOR PARTITIONS AND INSTALLATION OF NEW PLUMBING FIXTURES. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION."
123032716,Manhattan,95,CHRISTOPHER STREET,619,33,1011145,A2,102,,2017-05-26,53000.0,0,,,0,C1-6,"MINOR RENOVATION OF APARTMENT 10F. ARCHITECTURAL AND PLUMBING WORK. NO CHANGE OF USE, OCCUPANCY OR EGRESS."
310014631,Brooklyn,1843,BURNETT STREET,8472,1,3337512,A2,318,,2007-08-24,50000.0,0,,,0,R4,"INTERIOR RENOVATION TO EXISTING APARTMENT AS SHOWN ON DRAWINGS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
123097031,Manhattan,175,WEST 13TH STREET,609,1,1010632,A2,102,,2017-09-07,44000.0,0,,,0,C2-6,FILING FOR INTERIOR RENOVATION OF APARTMENT 18E TO INCLUDE WINDOW REPLACEMENT AND PLUMBING WORK AS PER PLANS SUBMITTED HEREWITH. NO CHANGE TO USE EGRESS OR OCCUPANCY.
121290441,Manhattan,77,BLEECKER STREET,532,20,1084761,A2,102,,2018-03-06,77000.0,0,,,0,C6-2,"RENOVATION AND COMBINATION OF EXISTING APARTMENTS #525 &amp; #526 ON THE 5TH FLOOR. WORK INCLUDES GENERAL CONSTRUCTION, REMOVAL AND INSTALLATION OF INTERIOR NON-LOAD BEARING PARTITIONS AND RELATED WALL FINISHES, AND PLUMBING MODIFICATIONS AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
301948472,Brooklyn,50,LEFFERTS AVENUE,1327,13,3035242,A1,309,,2006-01-26,40000.0,0,,,0,R6,MINOR PARTITION PLUMBING AND MECHANICAL WORK. CREATE CELLAR SUPERINTENDENT'S APARTMENT AND TENANT LAUNDRY.
123088602,Manhattan,520,EAST 86TH STREET,1582,40,1051249,A2,108,,2017-08-30,73000.0,0,,,0,R10A,"INTERIOR RENOVATION OF APARTMENT 3B INCLUDING PARTITION, FINISH AND PLUMBING WORK. NO CHANGE TO USE EGRESS OR OCCUPANCY."
310024791,Brooklyn,6820,NEW UTRECHT AVENUE,5573,19,3134834,A1,311,,2007-10-30,70000.0,0,Y,,920,C1-2,"ERECT ONE STORY (30.67'X30')REAR EXTEN-SION TO AN EXISTING COMMMERCIAL RETAIL SPACE; RENOVATE 2 EXISTING CLASSA APARTMENTS ON THE 2ND FL;INSTALL ONE NEW HANDICAPPED TIOLET ON THE 1ST FL; NOGAS PIPING WORK INVOLVED;OBTAIN NEW C OF O FOR COMMERCIAL RETAIL &amp; 2 DWELLINGUNITS, ALL PER PLANS ATTACHED."
123791977,Manhattan,9,BARROW STREET,590,7502,1076078,A2,102,,2020-07-08,80000.0,0,,,0,R6,"COMBINATION AND RENOVATION OF APARTMENTS 8G &amp; 8H ON THE 8TH FLOOR IN COMPLIANCE WITH TPPN3/97. WORK INCLUDES GENERAL CONSTRUCTION, REMOVAL AND INSTALLATION OF INTERIOR NON-LOAD BEARING PARTITIONS AND RELATED FINISHES. NO CHANGE IN USE, EGRESS OR OCCUPANCY."
310026860,Brooklyn,128,SECOND PLACE,463,17,3007940,A2,306,,2008-01-18,80000.0,0,,,0,,RENOVATION OF EXISTING 4 STORY APARTMENTBUILDING WITH NEW PARTITIONS AND FINISHES. INSTALL NEW FIXTURES AT TWOBATHROOM'S ON EXISTING ROUGHIN. ONE BATH ROOM TO BE HANDICAP ADAPTABLE. RENOVATEONE KITCHEN AND PROVIDE A NEW CONVENIEN STAIR FROM 1ST TO 2ND FL AS PER PLAN.NOCHANGE IN USE EGRESS OR OCCUPANCY PROPOS
302250659,Brooklyn,164,THROOP AVENUE,1726,26,3048355,A2,303,,2007-08-30,68000.0,0,,,0,R6,"INTERIOR RENOVATION OF EXISTING APARTMENTS AND STORE, INSTALL PLUMBING FIXTURES AND INSTALL NEW BOILERS AND HOT WATER HEATERS INCLUDING STORE FRONT REPLACEMENT AND STRUCTURAL WORK. NO CHANGE IN USE, OCCUPANCY OR EGRESS."
310028136,Brooklyn,4401,7 AVENUE,741,6,3011356,A2,307,,2008-07-09,480000.0,0,,,0,R6,"It is proposed to renovate existing apartments 1F, 2B, 2C, 2H, 3J, 4B, 4H, 4J, 5C, 5G, 5H, 5J, 6C, 6F, 6H, 6J, as shown on plans.  No change to use, egress, occupancy or bulk under this application."
321537404,Brooklyn,38,DOWNING STREET,1982,45,3056840,A1,302,,2018-09-13,50000.0,2325,,,0,R6B,KITCHEN RELOCATION AND NEW LAUNDRY ROOM IN UPPER DUPLEX APARTMENT.  LEGALIZE EXISTING TWO-FAMILY LAYOUT. NEW C OF O TO BE OBTAINED.
310029581,Brooklyn,1813,STUART STREET,6841,1,3328971,A2,315,,2007-10-11,50000.0,0,,,0,R4,"Interior alteration to existing apartment a shown on drawings filed herewith. No change in use, egress, or occupancy."
302163094,Brooklyn,1710,CARROLL STREET,1415,16,3038167,A2,309,,2006-07-28,40000.0,0,,,0,,RENOVATION OF EXISTING APARTMENTS NO F17 AND F22 INCLUDING STRUCTURAL WO RK AND NEW ROOFING.
310043404,Brooklyn,12,UNDERHILL AVENUE,1122,39,3027475,A2,308,,2007-11-07,85000.0,0,,,0,R6,REPAIRS AND RENOVATION TO BUILDING APARTMENTS NO CHANGE TO USE OCCUPANCY OR EGRESS.
310052037,Brooklyn,11,1 PLACE,355,44,3004935,A2,306,,2007-11-02,54000.0,0,,,0,R6,"REPLACE EXISTING BOILER WITH NEW GAS BOILER AND WATER HEATERS.RENOVATE JANITOR'S APARTMENT IN CELLAR. COMBINE 2 APARTMENTS ON 2ND FLOOR AS PER TPPN3/97. RENOVATE KITCHEN &amp; BATH IN APT 3R.NO CHANGE IN USE,OCCUPANCY OR MEAN S OF EGRESS"
123177873,Manhattan,223,EAST 10 STREET,452,46,1006461,A2,103,,2017-12-13,40000.0,0,,,0,R8B,"REMOVE METERS IN 22 APARTMENTS AND INSTALL NEW MASTER METER IN CELLAR. RE-PIPE FROM EXISTING RISER TO STOVES IN APARTMENTS. EXISTING RISER AND OVERHEAD TO BE REUSED. NO CHANGE IN EGRESS, USE OR OCCUPANCY INVOLVED UNDER THIS APPLICATION"
123265616,Manhattan,152,WEST 131ST STREET,1915,57,1058067,A2,110,,2018-02-13,63000.0,0,,,0,R7-2,"INTERIOR RENOVATION OF AN EXISTING APARTMENT, PARTITIONS, PLUMBING FIXTURES AND FINISHES  AS PER PLANS FILED HEREWITH. NO CHANGE TO USE EGRESS OR OCCUPANCY."
